,QC Method,Type,Folder,Name,Date,Time,Status,Vial,AS Method,Chromatographic Method,MS Method,DP Method,Update Calibration,Cal. Std. to Replace
36,Do Nothing,Sample,1D,OPP L1-0.02 pg/uL Split 20-1 (1 fg on Col) BT-PV1 1D,4/4/2018,2:46:10 PM,Done,121,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
37,Do Nothing,Sample,1D,OPP L1-0.02 pg/uL Split 20-1 (1 fg on Col) BT-PV1 1D:2,4/4/2018,3:32:03 PM,Done,121,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
38,Do Nothing,Sample,1D,OPP L1-0.02 pg/uL Split 20-1 (1 fg on Col) BT-PV1 1D:3,4/4/2018,4:17:52 PM,Done,121,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
39,Do Nothing,Sample,1D,OPP L1-0.02 pg/uL Split 20-1 (1 fg on Col) BT-PV1 1D:4,4/4/2018,5:03:30 PM,Done,121,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
40,Do Nothing,Sample,1D,OPP L1-0.02 pg/uL Split 20-1 (1 fg on Col) BT-PV1 1D:5,4/4/2018,5:49:16 PM,Done,121,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
41,Do Nothing,Sample,1D,OPP L2-0.05 pg/uL Split 20-1 (2.5 fg on Col) BT-PV1 1D,4/4/2018,6:34:57 PM,Done,122,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
42,Do Nothing,Sample,1D,OPP L2-0.05 pg/uL Split 20-1 (2.5 fg on Col) BT-PV1 1D:2,4/4/2018,7:20:40 PM,Done,122,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
43,Do Nothing,Sample,1D,OPP L2-0.05 pg/uL Split 20-1 (2.5 fg on Col) BT-PV1 1D:3,4/4/2018,8:06:46 PM,Done,122,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
44,Do Nothing,Sample,1D,OPP L2-0.05 pg/uL Split 20-1 (2.5 fg on Col) BT-PV1 1D:4,4/4/2018,8:52:40 PM,Done,122,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
45,Do Nothing,Sample,1D,OPP L2-0.05 pg/uL Split 20-1 (2.5 fg on Col) BT-PV1 1D:5,4/4/2018,9:38:30 PM,Done,122,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
46,Do Nothing,Sample,1D,OPP L3-0.1 pg/uL Split 20-1 (5 fg on Col) BT-PV1 1D,4/4/2018,10:24:11 PM,Done,123,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
47,Do Nothing,Sample,1D,OPP L3-0.1 pg/uL Split 20-1 (5 fg on Col) BT-PV1 1D:2,4/4/2018,11:09:38 PM,Done,123,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
48,Do Nothing,Sample,1D,OPP L3-0.1 pg/uL Split 20-1 (5 fg on Col) BT-PV1 1D:3,4/4/2018,11:55:33 PM,Done,123,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
49,Do Nothing,Sample,1D,OPP L3-0.1 pg/uL Split 20-1 (5 fg on Col) BT-PV1 1D:4,4/5/2018,12:41:20 AM,Done,123,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
50,Do Nothing,Sample,1D,OPP L3-0.1 pg/uL Split 20-1 (5 fg on Col) BT-PV1 1D:5,4/5/2018,1:26:45 AM,Done,123,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
51,Do Nothing,Sample,1D,OPP L4-0.15 pg/uL Split 20-1 (7.5 fg on Col) BT-PV1 1D,4/5/2018,2:12:21 AM,Done,124,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
52,Do Nothing,Sample,1D,OPP L4-0.15 pg/uL Split 20-1 (7.5 fg on Col) BT-PV1 1D:2,4/5/2018,2:57:39 AM,Done,124,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
53,Do Nothing,Sample,1D,OPP L4-0.15 pg/uL Split 20-1 (7.5 fg on Col) BT-PV1 1D:3,4/5/2018,3:43:11 AM,Done,124,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
54,Do Nothing,Sample,1D,OPP L4-0.15 pg/uL Split 20-1 (7.5 fg on Col) BT-PV1 1D:4,4/5/2018,4:28:39 AM,Done,124,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
55,Do Nothing,Sample,1D,OPP L4-0.15 pg/uL Split 20-1 (7.5 fg on Col) BT-PV1 1D:5,4/5/2018,5:13:57 AM,Done,124,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
56,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D,4/5/2018,5:59:17 AM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
57,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:2,4/5/2018,6:44:42 AM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
58,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:3,4/5/2018,7:30:31 AM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
59,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:4,4/5/2018,8:16:29 AM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
60,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:5,4/5/2018,9:01:58 AM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
61,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:6,4/5/2018,9:47:35 AM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
62,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:7,4/5/2018,10:33:10 AM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
63,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:8,4/5/2018,11:18:50 AM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
64,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:9,4/5/2018,12:04:31 PM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
65,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:10,4/5/2018,12:50:25 PM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
66,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:11,4/5/2018,1:36:06 PM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
67,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:12,4/5/2018,2:22:20 PM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
68,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:13,4/5/2018,3:08:16 PM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
69,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:14,4/5/2018,3:54:04 PM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
70,Do Nothing,Sample,1D,OPP L5-0.2 pg/uL Split 20-1 (10 fg on Col) BT-PV1 1D:15,4/5/2018,4:39:51 PM,Done,125,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
71,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D,4/5/2018,5:25:35 PM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
72,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:2,4/5/2018,6:11:05 PM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
73,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:3,4/5/2018,6:56:45 PM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
74,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:4,4/5/2018,7:42:20 PM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
75,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:5,4/5/2018,8:27:47 PM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
76,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:6,4/5/2018,9:13:24 PM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
77,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:7,4/5/2018,9:59:12 PM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
78,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:8,4/5/2018,10:44:49 PM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
79,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:9,4/5/2018,11:30:25 PM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
80,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:10,4/6/2018,12:16:05 AM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
81,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:11,4/6/2018,1:01:42 AM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
82,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:12,4/6/2018,1:47:42 AM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
83,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:13,4/6/2018,2:33:23 AM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
84,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:14,4/6/2018,3:18:54 AM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
85,Do Nothing,Sample,1D,OPP L6-0.5 pg/uL Split 20-1 (25 fg on Col) BT-PV1 1D:15,4/6/2018,4:04:46 AM,Done,126,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
86,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D,4/6/2018,4:50:23 AM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
87,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:2,4/6/2018,5:36:17 AM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
88,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:3,4/6/2018,6:22:05 AM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
89,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:4,4/6/2018,7:07:48 AM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
90,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:5,4/6/2018,7:53:30 AM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
91,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:6,4/6/2018,8:39:37 AM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
92,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:7,4/6/2018,9:25:20 AM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
93,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:8,4/6/2018,10:11:03 AM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
94,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:9,4/6/2018,10:57:03 AM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
95,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:10,4/6/2018,11:42:52 AM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
96,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:11,4/6/2018,12:28:22 PM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
97,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:12,4/6/2018,1:14:13 PM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
98,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:13,4/6/2018,1:59:47 PM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
99,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:14,4/6/2018,2:45:17 PM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
100,Do Nothing,Sample,1D,OPP L7-1 pg/uL Split 20-1 (50 fg on Col) BT-PV1 1D:15,4/6/2018,3:30:53 PM,Done,127,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
101,Do Nothing,Sample,1D,OPP L8-1.5 pg/uL Split 20-1 (75 fg on Col) BT-PV1 1D,4/6/2018,4:16:41 PM,Done,128,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
102,Do Nothing,Sample,1D,OPP L8-1.5 pg/uL Split 20-1 (75 fg on Col) BT-PV1 1D:2,4/6/2018,5:02:06 PM,Done,128,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
103,Do Nothing,Sample,1D,OPP L8-1.5 pg/uL Split 20-1 (75 fg on Col) BT-PV1 1D:3,4/6/2018,5:47:37 PM,Done,128,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
104,Do Nothing,Sample,1D,OPP L8-1.5 pg/uL Split 20-1 (75 fg on Col) BT-PV1 1D:4,4/6/2018,6:33:18 PM,Done,128,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
105,Do Nothing,Sample,1D,OPP L8-1.5 pg/uL Split 20-1 (75 fg on Col) BT-PV1 1D:5,4/6/2018,7:18:56 PM,Done,128,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
106,Do Nothing,Sample,1D,OPP L9-2 pg/uL Split 20-1 (100 fg on Col) BT-PV1 1D,4/6/2018,8:04:45 PM,Done,129,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
107,Do Nothing,Sample,1D,OPP L9-2 pg/uL Split 20-1 (100 fg on Col) BT-PV1 1D:2,4/6/2018,8:50:17 PM,Done,129,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
108,Do Nothing,Sample,1D,OPP L9-2 pg/uL Split 20-1 (100 fg on Col) BT-PV1 1D:3,4/6/2018,9:35:52 PM,Done,129,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
109,Do Nothing,Sample,1D,OPP L9-2 pg/uL Split 20-1 (100 fg on Col) BT-PV1 1D:4,4/6/2018,10:21:28 PM,Done,129,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
110,Do Nothing,Sample,1D,OPP L9-2 pg/uL Split 20-1 (100 fg on Col) BT-PV1 1D:5,4/6/2018,11:07:06 PM,Done,129,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
111,Do Nothing,Sample,1D,OPP L10-5 pg/uL Split 20-1 (250 fg on Col) BT-PV1 1D,4/6/2018,11:52:40 PM,Done,130,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
112,Do Nothing,Sample,1D,OPP L10-5 pg/uL Split 20-1 (250 fg on Col) BT-PV1 1D:2,4/7/2018,12:38:18 AM,Done,130,Agilent 5uL syringe 1uL injection,Pest 1D,Pest 1D,PF Lib-RI-Filt TAF Pest1,,
